participant,accent_internal,accent_external,group,aptitude,engagement,involvement,condition,value,word,variable
bm2,ae,ae,british english,16,3.5,10.5,before,1,hurt,rhoticity
bm2,ae,ae,british english,16,3.5,10.5,before,1,learn,rhoticity
bm2,ae,ae,british english,16,3.5,10.5,before,1,superpowers,rhoticity
bm2,ae,ae,british english,16,3.5,10.5,before,1,worse,rhoticity
bm2,ae,ae,british english,16,3.5,10.5,before,1,circumstances,rhoticity
bm2,ae,ae,british english,16,3.5,10.5,before,1,sister,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,vampire,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,warm,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,birthday,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,cheer,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,finger,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,wears,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,river,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,driver,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,earn,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,working,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,hard,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,person,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,turns,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,information,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,rewarded,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,others,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,weird,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,shirt,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,girlfriends,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,research,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,antarctica,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,flirting,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,bar,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,card,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,leather jacket,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,opportunity,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,learn,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,share,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,winter,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,formal,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,perfect,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,chocolate-covered,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,uniform,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,first day,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,polar bear,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,liar,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,heart attack,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,sleep over,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,nurse,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,weird,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,car,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,murdered,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,murder,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,girlfriends,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,perfect,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,understand,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,daughter,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,never ever,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,social services,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,hurt,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,learn,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,superpowers,rhoticity
bm3,ae,ae,british english,11,4,5,before,0,worse,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,circumstances,rhoticity
bm3,ae,ae,british english,11,4,5,before,1,sister,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,vampire,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,warm,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,0,birthday,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,cheer,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,0,finger,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,0,wears,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,0,river,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,0,driver,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,0,earn,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,0,working,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,hard,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,0,person,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,0,turns,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,0,information,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,rewarded,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,others,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,0,weird,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,0,shirt,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,girlfriends,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,0,research,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,antarctica,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,flirting,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,bar,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,0,card,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,0,leather jacket,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,0,opportunity,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,learn,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,0,share,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,winter,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,formal,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,perfect,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,chocolate-covered,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,uniform,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,0,first day,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,polar bear,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,liar,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,heart attack,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,sleep over,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,0,nurse,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,0,weird,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,car,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,murdered,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,murder,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,girlfriends,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,perfect,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,understand,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,0,daughter,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,0,never ever,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,social services,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,hurt,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,learn,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,superpowers,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,worse,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,circumstances,rhoticity
bw1,ae,ae,british english,14.5,7,6.5,before,1,sister,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,0,vampire,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,warm,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,birthday,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,cheer,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,0,finger,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,0,wears,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,river,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,0,driver,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,earn,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,0,working,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,hard,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,0,person,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,turns,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,0,information,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,rewarded,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,others,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,weird,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,shirt,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,girlfriends,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,research,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,antarctica,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,flirting,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,bar,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,card,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,0,leather jacket,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,0,opportunity,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,learn,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,0,share,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,0,winter,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,0,formal,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,perfect,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,0,chocolate-covered,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,0,uniform,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,0,first day,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,polar bear,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,liar,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,0,heart attack,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,sleep over,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,nurse,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,weird,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,0,car,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,murdered,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,murder,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,girlfriends,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,perfect,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,0,understand,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,0,daughter,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,0,never ever,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,0,social services,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,0,hurt,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,learn,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,superpowers,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,worse,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,0,circumstances,rhoticity
bw2,ae,ae,british english,14,7.5,10,before,1,sister,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,0,vampire,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,warm,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,birthday,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,cheer,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,0,finger,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,NA,wears,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,0,river,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,0,driver,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,earn,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,0,working,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,hard,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,person,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,turns,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,0,information,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,0,rewarded,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,0,others,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,weird,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,0,shirt,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,0,girlfriends,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,0,research,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,antarctica,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,flirting,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,bar,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,0,card,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,leather jacket,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,0,opportunity,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,0,learn,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,0,share,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,0,winter,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,0,formal,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,perfect,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,chocolate-covered,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,uniform,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,first day,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,0,polar bear,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,liar,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,heart attack,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,sleep over,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,nurse,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,weird,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,0,car,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,murdered,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,murder,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,0,girlfriends,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,perfect,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,understand,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,0,daughter,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,never ever,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,social services,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,hurt,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,0,learn,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,0,superpowers,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,worse,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,circumstances,rhoticity
bw3,be,mixed,british english,10,2.5,11.5,before,1,sister,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,vampire,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,warm,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,birthday,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,cheer,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,0,finger,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,wears,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,river,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,0,driver,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,earn,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,0,working,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,hard,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,person,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,turns,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,0,information,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,0,rewarded,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,others,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,0,weird,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,0,shirt,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,girlfriends,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,0,research,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,antarctica,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,flirting,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,bar,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,card,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,leather jacket,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,0,opportunity,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,learn,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,0,share,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,0,winter,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,0,formal,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,perfect,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,chocolate-covered,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,uniform,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,first day,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,polar bear,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,liar,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,0,heart attack,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,sleep over,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,0,nurse,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,0,weird,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,0,car,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,murdered,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,0,murder,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,girlfriends,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,perfect,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,0,understand,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,daughter,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,never ever,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,social services,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,hurt,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,learn,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,superpowers,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,0,worse,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,0,circumstances,rhoticity
bw4,mixed,ae,british english,15,6,7.5,before,1,sister,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,vampire,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,warm,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,birthday,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,cheer,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,finger,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,wears,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,river,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,driver,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,earn,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,working,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,hard,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,person,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,turns,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,information,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,rewarded,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,others,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,1,weird,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,shirt,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,1,girlfriends,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,research,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,antarctica,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,flirting,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,bar,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,1,card,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,leather jacket,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,opportunity,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,learn,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,1,share,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,winter,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,formal,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,perfect,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,chocolate-covered,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,1,uniform,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,first day,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,polar bear,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,liar,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,heart attack,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,sleep over,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,nurse,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,1,weird,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,car,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,murdered,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,murder,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,1,girlfriends,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,perfect,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,1,understand,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,daughter,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,never ever,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,1,social services,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,hurt,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,learn,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,1,superpowers,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,worse,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,1,circumstances,rhoticity
bw5,ae,ae,british english,12,4.5,6,before,0,sister,rhoticity
bw6,be,ae,british english,1,6,7,before,0,vampire,rhoticity
bw6,be,ae,british english,1,6,7,before,0,warm,rhoticity
bw6,be,ae,british english,1,6,7,before,0,birthday,rhoticity
bw6,be,ae,british english,1,6,7,before,0,cheer,rhoticity
bw6,be,ae,british english,1,6,7,before,0,finger,rhoticity
bw6,be,ae,british english,1,6,7,before,0,wears,rhoticity
bw6,be,ae,british english,1,6,7,before,0,river,rhoticity
bw6,be,ae,british english,1,6,7,before,0,driver,rhoticity
bw6,be,ae,british english,1,6,7,before,1,earn,rhoticity
bw6,be,ae,british english,1,6,7,before,0,working,rhoticity
bw6,be,ae,british english,1,6,7,before,0,hard,rhoticity
bw6,be,ae,british english,1,6,7,before,0,person,rhoticity
bw6,be,ae,british english,1,6,7,before,0,turns,rhoticity
bw6,be,ae,british english,1,6,7,before,0,information,rhoticity
bw6,be,ae,british english,1,6,7,before,0,rewarded,rhoticity
bw6,be,ae,british english,1,6,7,before,0,others,rhoticity
bw6,be,ae,british english,1,6,7,before,0,weird,rhoticity
bw6,be,ae,british english,1,6,7,before,0,shirt,rhoticity
bw6,be,ae,british english,1,6,7,before,0,girlfriends,rhoticity
bw6,be,ae,british english,1,6,7,before,0,research,rhoticity
bw6,be,ae,british english,1,6,7,before,1,antarctica,rhoticity
bw6,be,ae,british english,1,6,7,before,0,flirting,rhoticity
bw6,be,ae,british english,1,6,7,before,0,bar,rhoticity
bw6,be,ae,british english,1,6,7,before,0,card,rhoticity
bw6,be,ae,british english,1,6,7,before,0,leather jacket,rhoticity
bw6,be,ae,british english,1,6,7,before,0,opportunity,rhoticity
bw6,be,ae,british english,1,6,7,before,0,learn,rhoticity
bw6,be,ae,british english,1,6,7,before,0,share,rhoticity
bw6,be,ae,british english,1,6,7,before,0,winter,rhoticity
bw6,be,ae,british english,1,6,7,before,0,formal,rhoticity
bw6,be,ae,british english,1,6,7,before,0,perfect,rhoticity
bw6,be,ae,british english,1,6,7,before,0,chocolate-covered,rhoticity
bw6,be,ae,british english,1,6,7,before,0,uniform,rhoticity
bw6,be,ae,british english,1,6,7,before,0,first day,rhoticity
bw6,be,ae,british english,1,6,7,before,0,polar bear,rhoticity
bw6,be,ae,british english,1,6,7,before,1,liar,rhoticity
bw6,be,ae,british english,1,6,7,before,0,heart attack,rhoticity
bw6,be,ae,british english,1,6,7,before,0,sleep over,rhoticity
bw6,be,ae,british english,1,6,7,before,0,nurse,rhoticity
bw6,be,ae,british english,1,6,7,before,0,weird,rhoticity
bw6,be,ae,british english,1,6,7,before,0,car,rhoticity
bw6,be,ae,british english,1,6,7,before,1,murdered,rhoticity
bw6,be,ae,british english,1,6,7,before,1,murder,rhoticity
bw6,be,ae,british english,1,6,7,before,0,girlfriends,rhoticity
bw6,be,ae,british english,1,6,7,before,0,perfect,rhoticity
bw6,be,ae,british english,1,6,7,before,0,understand,rhoticity
bw6,be,ae,british english,1,6,7,before,1,daughter,rhoticity
bw6,be,ae,british english,1,6,7,before,0,never ever,rhoticity
bw6,be,ae,british english,1,6,7,before,1,social services,rhoticity
bw6,be,ae,british english,1,6,7,before,0,hurt,rhoticity
bw6,be,ae,british english,1,6,7,before,0,learn,rhoticity
bw6,be,ae,british english,1,6,7,before,1,superpowers,rhoticity
bw6,be,ae,british english,1,6,7,before,0,worse,rhoticity
bw6,be,ae,british english,1,6,7,before,1,circumstances,rhoticity
bw6,be,ae,british english,1,6,7,before,0,sister,rhoticity
am1,ae,ae,american english,11,2.5,7,after,0,vampire,rhoticity
am1,ae,ae,american english,11,2.5,7,after,0,warm,rhoticity
am1,ae,ae,american english,11,2.5,7,after,0,birthday,rhoticity
am1,ae,ae,american english,11,2.5,7,after,1,cheer,rhoticity
am1,ae,ae,american english,11,2.5,7,after,0,finger,rhoticity
am1,ae,ae,american english,11,2.5,7,after,1,wears,rhoticity
am1,ae,ae,american english,11,2.5,7,after,0,river,rhoticity
am1,ae,ae,american english,11,2.5,7,after,0,driver,rhoticity
am1,ae,ae,american english,11,2.5,7,after,1,earn,rhoticity
am1,ae,ae,american english,11,2.5,7,after,1,working,rhoticity
am1,ae,ae,american english,11,2.5,7,after,0,hard,rhoticity
am1,ae,ae,american english,11,2.5,7,after,1,person,rhoticity
